2.500000000000001110e-01,-1.751281637389963919e+01,-1.756021640690966734e+01,-1.768403832888738236e+01,-1.783652111340062518e+01,-1.795934935386222620e+01,-1.800613659010847911e+01,-1.795934935407136734e+01,-1.783652111340620650e+01,-1.768403832888742855e+01,-1.756021640690967089e+01
5.000000000000003331e-01,-1.750726607132043355e+01,-1.755504408773228064e+01,-1.768004702478532764e+01,-1.783300881190415410e+01,-1.795389836825044938e+01,-1.799955272899068959e+01,-1.795389836950776896e+01,-1.783300881212349864e+01,-1.768004702480076062e+01,-1.755504408773266434e+01
7.500000000000005551e-01,-1.750007588712855267e+01,-1.754776084125727209e+01,-1.767339145134567246e+01,-1.782772576684623544e+01,-1.794576196537448354e+01,-1.799025694278386212e+01,-1.794576196784035815e+01,-1.782772576747314375e+01,-1.767339145146093315e+01,-1.754776084126182312e+01
1.000000000000000666e+00,-1.749241428603315285e+01,-1.753926875757085924e+01,-1.766462338463269077e+01,-1.782051065000869272e+01,-1.793587748915915725e+01,-1.797920229690647531e+01,-1.793587770867681996e+01,-1.782051064820499420e+01,-1.766462338406362065e+01,-1.753926875757899850e+01
1.249999999999995337e+00,-1.748413243325894939e+01,-1.752970307636311986e+01,-1.765405658227627228e+01,-1.781132026375768262e+01,-1.792430245897748975e+01,-1.796630892044544936e+01,-1.792430278309763381e+01,-1.781131980824113015e+01,-1.765405656713190297e+01,-1.752970307630499747e+01
1.499999999999990008e+00,-1.747458359168148334e+01,-1.751876907396067651e+01,-1.764171633521739935e+01,-1.780010381527345942e+01,-1.791077281343696725e+01,-1.795134424085100378e+01,-1.791077259409901146e+01,-1.780010224137109631e+01,-1.764171627839253631e+01,-1.751876894760455272e+01
1.749999999999984679e+00,-1.746379685200297160e+01,-1.750633550099916036e+01,-1.762760751811901372e+01,-1.778661516747582994e+01,-1.789524387712952702e+01,-1.793446362405021333e+01,-1.789524962646427042e+01,-1.778661143753933516e+01,-1.762760581810181293e+01,-1.750633383912668606e+01
1.999999999999979350e+00,-1.745161904042808843e+01,-1.749218114668630975e+01,-1.761228539585167852e+01,-1.777078193633337122e+01,-1.787789685480667146e+01,-1.791569020468261897e+01,-1.787789573908926144e+01,-1.777077704168384287e+01,-1.761228525798955147e+01,-1.749218504121284923e+01
2.249999999999974243e+00,-1.743680953998674710e+01,-1.747592134611835490e+01,-1.759518284130988874e+01,-1.775267536823266212e+01,-1.785969643432475706e+01,-1.789522863466507374e+01,-1.785973128460727111e+01,-1.775263483558001099e+01,-1.759517811262005793e+01,-1.747595624416234372e+01
2.499999999999968914e+00,-1.741923298473334114e+01,-1.745758357680981376e+01,-1.757624437306335707e+01,-1.773266589300166629e+01,-1.784020696597311328e+01,-1.787301804763776403e+01,-1.784036019113044347e+01,-1.773252954256535574e+01,-1.757627876606346362e+01,-1.745764436876153880e+01
